Date,PETR4,ITUB4
2025-04-30,31.993884227705994,30.58903606690098
2025-05-01,31.843622762214306,30.60671913819813
2025-05-02,32.077029985722824,30.939505340851984
2025-05-05,31.290182345381677,31.161432320723137
2025-05-06,30.901205251511882,31.21921163000849
2025-05-07,31.14512894346617,30.36458123198916
2025-05-08,31.102625156652632,30.30389152347713
2025-05-09,32.0209937478417,30.369443301637723
2025-05-12,31.739957018885814,30.06813014699123
2025-05-13,31.257427630972856,29.961760122829073
2025-05-14,30.85594898383654,29.392834918537943
2025-05-15,30.87787546982036,29.26595834502527
2025-05-16,30.81882322223611,29.50266232723956
2025-05-19,31.86528852993763,30.44190594506395
2025-05-20,31.69045211128786,29.994694899771595
2025-05-21,31.732177929763882,29.998905823372823
2025-05-22,32.16889923895926,29.5812599840216
2025-05-23,32.132879451614635,29.55497724649035
2025-05-26,32.41674467505202,29.470568786605572
2025-05-27,32.62497686121076,29.85349115732347
2025-05-28,33.05099626702073,30.304630956196934
2025-05-29,32.36954512284128,30.393795434405167
2025-05-30,32.77797566610944,30.356794626553526
2025-06-02,32.72637478485654,30.91223370196429
2025-06-03,32.83462312027906,31.01105624175244
2025-06-04,32.66060381949962,31.731958614249802
2025-06-05,33.48971712062408,30.97005904723895
2025-06-06,32.478125487284636,31.813360237127075
2025-06-09,33.176072440194396,31.53448700909399
2025-06-10,32.85475863480831,31.036368586788385
2025-06-11,33.62470257742612,31.031052059330182
2025-06-12,34.25746028192288,30.5049039298282
2025-06-13,34.79615294406821,30.780488051347945
2025-06-16,35.24578708339138,30.582272240361245
2025-06-17,36.46156903086636,30.729382957166116
2025-06-18,36.15440455682866,30.294252415781507
2025-06-19,35.85724994886163,30.208321439597196
2025-06-20,35.52240016874041,30.26734779034449
2025-06-23,36.033113985593694,30.19695304515232
2025-06-24,35.34893811054047,30.932974556319156
2025-06-25,35.90276770472268,31.22025411482092
